system,brand,style,category,canonical_name,canonical_status,supplier_sku,description,size,colour,length_mm,tier2_ex_gst,tier2_inc_gst,carton_qty
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1500mm Monument,ratified,,Colorbond® **CUSTOM** CPost 1500 MONUMENT,1500,Monument,1500,7.06,7.77,
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail Monument,ratified,,Colorbond® **CUSTOM** Fence Rail 2000 MONUMENT - 3x Day Lead Time,,Monument,2000,8.44,9.28,
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail Basalt,ratified,,Colorbond® Fence Rail BASALT 3100 - CUSTOM CUT,,Basalt,,10.0,11.0,
colorbond,Metroll,Metzag profile,Infill Sheet,mm Metzag Colorbond Infill Sheet Surfmist,ratified,,Metzag Colorbond® Infill Sheet **CUSTOM**1390 SURFMIST,,Surfmist,1390,15.03,16.53,
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail Surfmist,ratified,,Colorbond® **CUSTOM** Fence Rail 2000 SURFMIST - 3x Day Lead Time,,Surfmist,2000,8.44,9.28,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1500mm Surfmist,ratified,,Colorbond® **CUSTOM** CPost 1500 SURFMIST,1500,Surfmist,1500,7.06,7.77,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 3000mm Woodland Grey,ratified,,Colorbond® CPost 3000 Woodland Grey,3000,Woodland Grey,3000,11.8,12.98,
colorbond,Metroll,Metzag profile,Infill Sheet,2390mm Metzag Colorbond Infill Sheet Basalt,ratified,SKU-040925020348,Metzag Colorbond® Infill Sheet 2390 BASALT,2390,Basalt,2390,24.0,26.4,
colorbond,Metroll,C POST,C POST,Colorbond C-Post Monument,ratified,,Colorbond® CPost 1850 MONUMENT *CUSTOM CUT*,,Monument,1850,8.24,9.06,
colorbond,Metroll,C POST,C POST,Colorbond C-Post Monument,ratified,,Colorbond® CPost 1550 MONUMENT *CUSTOM CUT*,,Monument,1550,7.09,7.8,
colorbond,Metroll,Rail,Rail,Colorbond Fence Rail Cottage Green,ratified,,Colorbond® Fence Rail **CUSTOM 2350mm** COTTAGE GREEN,,Cottage Green,2350,8.0,8.8,
colorbond,Metroll,Metzag profile,Infill Sheet,1490mm Metzag Colorbond Infill Sheet Jasper,ratified,,Metzag Colorbond® Infill Sheet 1490 JASPER,1490,Jasper,,15.09,16.6,
colorbond,Metroll,Cap,Cap,Colorbond Post Cap Night Sky,ratified,OrigCCAPNS,ORIGINAL Double CPost Caps - NIGHT SKY,,Night Sky,60,2.25,2.48,
colorbond,Metroll,C POST,C POST,Colorbond C-Post Monument,ratified,,Colorbond® CPost 2000 Custom Cut MONUMENT - Minimum 3 day lead time - Prepay only,,Monument,2000,8.24,9.06,
colorbond,Metroll,Metzag profile,Infill Sheet,mm Metzag Colorbond Infill Sheet Monument,ratified,,Metzag Colorbond® Infill Sheet Custom Cut 1990 MONUMENT - Minimum 3 day lead time - Prepay only,,Monument,1990,19.03,20.93,
colorbond,Metroll,Infill,Infill Sheet,1790mm Colorbond Infill Sheet Jasper,ratified,FZSJA17,Trimclad Colorbond® Infill Sheet 1790 JASPER,1790,Jasper,,18.02,19.82,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1800mm Jasper,ratified,FNPJA18,Colorbond® CPost 1800 JASPER,1800,Jasper,,7.09,7.8,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Jasper,ratified,FNPJA21,Colorbond® CPost 2100 JASPER,2100,Jasper,,8.26,9.09,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 3300mm Windspray,ratified,FNPWS33,Colorbond® CPost 3300 WINDSPRAY,3300,Windspray,,11.8,12.98,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 3000mm Windspray,ratified,FNPWS30,Colorbond® CPost 3000 WINDSPRAY,3000,Windspray,,11.8,12.98,
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Basalt,ratified,1820OriginalGateStyleStripPreGalSetBasalt,1820x50 Original Gate Style With Strip Pre-Gal Each Set BASALT,1820,Basalt,1820,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Cottage Green,ratified,1820OriginalGateStyleStripPreGalSetCottageGreen,1820x50 Original Gate Style With Strip Pre-Gal Each Set COTTAGE GREEN,1820,Cottage Green,1820,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Domain,ratified,1820OriginalGateStyleStripPreGalSetDOMAIN,1820x50 Original Gate Style With Strip Pre-Gal Each Set DOMAIN,1820,Domain,1820,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Dune,ratified,1820OriginalGateStyleStripPreGalSetDune,1820x50 Original Gate Style With Strip Pre-Gal Each Set DUNE,1820,Dune,1820,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Evening Haze,ratified,1820OriginalGateStyleStripPreGalSetEveningHaze,1820x50 Original Gate Style With Strip Pre-Gal Each Set EVENING HAZE,1820,Evening Haze,1820,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Mill Finish,ratified,1820OriginalGateStyleStripPreGalSetMill,1820x50 Original Gate Style With Strip Pre-Gal Each Set Galvanised,1820,Mill Finish,1820,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Ironstone,ratified,1820OriginalGateStyleStripPreGalSetIRONSTONE,1820x50 Original Gate Style With Strip Pre-Gal Each Set IRONSTONE,1820,Ironstone,1820,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Monument,ratified,1820OriginalGateStyleStripPreGalSetMONUMENT,1820x50 Original Gate Style With Strip Pre-Gal Each Set MONUMENT,1820,Monument,1820,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Night Sky,ratified,1820OriginalGateStyleStripPreGalSetNIGHTSKY,1820x50 Original Gate Style With Strip Pre-Gal Each Set NIGHT SKY,1820,Night Sky,1820,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Pale Eucalypt,ratified,1820OriginalGateStyleStripPreGalSetPALEEUCASLYPT,1820x50 Original Gate Style With Strip Pre-Gal Each Set PALE EUCALYPT,1820,Pale Eucalypt,1820,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Paperbark,ratified,1820OriginalGateStyleStripPreGalSetPAPERBARK,1820x50 Original Gate Style With Strip Pre-Gal Each Set PAPERBARK,1820,Paperbark,1820,42.0,46.2,49
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Riversand,ratified,1820OriginalGateStyleStripPreGalSetRIVERSAND,1820x50 Original Gate Style With Strip Pre-Gal Each Set RIVERSAND,1820,Riversand,1820,42.0,46.2,49
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Shale Grey,ratified,1820OriginalGateStyleStripPreGalSetSHALEGREY,1820x50 Original Gate Style With Strip Pre-Gal Each Set SHALE GREY,1820,Shale Grey,1820,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Surfmist,ratified,1820OriginalGateStyleStripPreGalSetSURFMIST,1820x50 Original Gate Style With Strip Pre-Gal Each Set SURFMIST,1820,Surfmist,1820,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Wilderness,ratified,1820OriginalGateStyleStripPreGalSetWILDERNESS,1820x50 Original Gate Style With Strip Pre-Gal Each Set WILDERNESS,1820,Wilderness,1820,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Woodland Grey,ratified,1820OriginalGateStyleStripPreGalSetWOODLANDGREY,1820x50 Original Gate Style With Strip Pre-Gal Each Set WOODLAND GREY,1820,Woodland Grey,1820,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Deep Ocean,ratified,1820OriginalGateStyleStripPreGalSetDeepOcean,1820x50 Original Gate Style With Strip Pre-Gal Each Set DEEP OCEAN,1820,Deep Ocean,1820,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Manor Red,ratified,1820OriginalGateStyleStripPreGalSetManorRed,1820x50 Original Gate Style With Strip Pre-Gal Each Set MANOR RED,1820,Manor Red,1820,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Jasper,ratified,1820OriginalGateStyleStripPreGalSetJasper,1820x50 Original Gate Style With Strip Pre-Gal Each Set JASPER,1820,Jasper,1820,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1220 Colorbond Gate Pale Eucalypt,ratified,1220OriginalGateStyleStripPreGalSetPaleEucalypt,1220x50 Original Gate Style With Strip Pre-Gal Each Set PALE EUCALYPT,1220,Pale Eucalypt,1220,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1220 Colorbond Gate Monument,ratified,1220OriginalGateStyleStripPreGalSetMonument,1220x50 Original Gate Style With Strip Pre-Gal Each Set MONUMENT,1220,Monument,1220,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1220 Colorbond Gate Night Sky,ratified,1220OriginalGateStyleStripPreGalSetNightSky,1220x50 Original Gate Style With Strip Pre-Gal Each Set NIGHT SKY,1220,Night Sky,1220,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1220 Colorbond Gate Basalt,ratified,1220OriginalGateStyleStripPreGalSetBASALT,1220x50 Original Gate Style With Strip Pre-Gal Each Set BASALT,1220,Basalt,1220,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1820 Colorbond Gate Windspray,ratified,820OriginalGateStyleStripPreGalSetWindspray,1820x50 Original Gate Style With Strip Pre-Gal Each Set WINDSPRAY,1820,Windspray,1820,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1220 Colorbond Gate Surfmist,ratified,1220OriginalGateStyleStripPreGalSetSurfmist,1220x50 Original Gate Style With Strip Pre-Gal Each Set SURFMIST,1220,Surfmist,1220,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1220 Colorbond Gate Domain,ratified,1220OriginalGateStyleStripPreGalSetDomain,1220x50 Original Gate Style With Strip Pre-Gal Each Set DOMAIN,1220,Domain,1220,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1220 Colorbond Gate Evening Haze,ratified,1220OriginalGateStyleStripPreGalSetEveningHaze,1220x50 Original Gate Style With Strip Pre-Gal Each Set EVENING HAZE,1220,Evening Haze,1220,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1220 Colorbond Gate Riversand,ratified,1220OriginalGateStyleStripPreGalSetRiversand,1220x50 Original Gate Style With Strip Pre-Gal Each Set RIVERSAND,1220,Riversand,1220,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1220 Colorbond Gate Wilderness,ratified,1220OriginalGateStyleStripPreGalSetWilderness,1220x50 Original Gate Style With Strip Pre-Gal Each Set WILDERNESS,1220,Wilderness,1220,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1220 Colorbond Gate Cottage Green,ratified,1220OriginalGateStyleStripPreGalSetCottageGreen,1220x50 Original Gate Style With Strip Pre-Gal Each Set COTTAGE GREEN,1220,Cottage Green,1220,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1220 Colorbond Gate Shale Grey,ratified,1220OriginalGateStyleStripPreGalSetShaleGrey,1220x50 Original Gate Style With Strip Pre-Gal Each Set SHALE GREY,1220,Shale Grey,1220,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1220 Colorbond Gate Dune,ratified,1220OriginalGateStyleStripPreGalSetDune,1220x50 Original Gate Style With Strip Pre-Gal Each Set DUNE,1220,Dune,1220,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1220 Colorbond Gate Woodland Grey,ratified,1220OriginalGateStyleStripPreGalSetWoodlandGrey,1220x50 Original Gate Style With Strip Pre-Gal Each Set WOODLAND,1220,Woodland Grey,1220,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1220 Colorbond Gate Manor Red,ratified,1220OriginalGateStyleStripPreGalSetManorRed,1220x50 Original Gate Style With Strip Pre-Gal Each Set MANOR RED,1220,Manor Red,1220,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1220 Colorbond Gate Jasper,ratified,1220OriginalGateStyleStripPreGalSetJasper,1220x50 Original Gate Style With Strip Pre-Gal Each Set JASPER,1220,Jasper,1220,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1220 Colorbond Gate Deep Ocean,ratified,1220OriginalGateStyleStripPreGalSetDeepOcean,1220x50 Original Gate Style With Strip Pre-Gal Each Set DEEP OCEAN,1220,Deep Ocean,1220,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1220 Colorbond Gate Ironstone,ratified,1220OriginalGateStyleStripPreGalSetIronstone,1220x50 Original Gate Style With Strip Pre-Gal Each Set IRONSTONE,1220,Ironstone,1220,42.0,46.2,
colorbond,Metroll,Gate,Gate Style,1220 Colorbond Gate Paperbark,ratified,1220OriginalGateStyleStripPreGalSetPaperbark,1220x50 Original Gate Style With Strip Pre-Gal Each Set PAPERBARK,1220,Paperbark,1220,42.0,46.2,
composite,TUFFPOLY,Delivery,Delivery Service,TUFFPOLY Delivery,ratified,,TUFFPOLY Delivery to Yatala Yard Charge - Pick Up is available from Geebung to avoid this charge,,,,136.36,150.0,
composite,SuperPost,C-Post,C POST,75x100 SuperPost C-Post 2400mm Composite Grey,ratified,21T,SuperPost CPost Composite Grey 2400,2400,Composite Grey,2400,41.1,45.21,
composite,SuperPost,H-Post,Post,75x100 SuperPost H-Post 2400mm Composite Grey,ratified,21T001,SuperPost HPost Composite Grey 2400,2400,Composite Grey,2400,56.66,62.33,54
composite,SuperPost,Bracket,Bracket,SuperPost End Bracket Composite Grey,ratified,21T002,SuperBracket 90 x 6 x 610mm Composite Grey,,Composite Grey,610,13.52,14.87,
composite,SuperPost,Wedge,Bracket,SuperPost Wedge Black,ratified,21T,SuperWedge Black,,Black,,0.22,0.24,
composite,SuperPost,Plinth,Sleeper,185x40 SuperPost Plinth Board 2380mm Composite Grey,ratified,21T,SuperPLINTH 185 x 40 x 2380 Composite Grey,,Composite Grey,2380,28.1,30.91,150
composite,SuperPost,Plinth,Sleeper,185x40 SuperPost Plinth Board 3160mm Composite Grey,ratified,21T006,SuperPLINTH 185 x 40 x 3160 Composite Grey,185 x 40 x 3160,Composite Grey,3160,40.9,44.99,
composite,SuperPost,Sleeper,Sleeper,200x60 SuperPost Sleeper 1950mm Composite Grey,ratified,21T007,SuperSleeper Composite Grey 200 x 60 x 1950,200 x 60 x 1950,Composite Grey,1950,30.56,33.62,144
composite,SuperPost,Sleeper,Sleeper,200x60 SuperPost Sleeper 2350mm Composite Grey,ratified,21T008,SuperSleeper Composite Grey 200 x 60 x 2350,200 x 60 x 2350,Composite Grey,2350,36.01,39.61,144
composite,SuperPost,Cap,Components,SuperPost Post Cap Composite Grey,ratified,21T009,SuperCap Composite Grey 2040,2040,Composite Grey,2040,17.88,19.67,25
composite,SuperPost,Cap,Components,SuperPost Post Cap Composite Grey,ratified,21T010,SuperCap Composite Grey 2425,2425,Composite Grey,2425,22.19,24.41,25
composite,SuperPost,Drain,Components,SuperPost Drain,ratified,21T,SuperDrain 15000,15000,,15000,182.02,200.22,9
composite,SuperPost,Bolt,Components,SuperPost Bolt Mill Finish,ratified,SST012,SuperBolt Mill Finish,,Mill Finish,,0.4,0.44,500
composite,SuperPost,Nut,Screw,SuperPost Nut Mill Finish,ratified,SST013,SuperNut Mill Finish,,Mill Finish,,0.14,0.15,
composite,SuperPost,Support,Bracket,SuperPost Support Composite Grey,ratified,21T,SuperSupport Composite Grey 250mm,250,Composite Grey,250,11.49,12.64,
composite,SuperPost,Plinth,Sleeper,185x40 SuperPost Plinth Board 2350mm Monument,ratified,21T,SuperPLINTH 185 x 40 x 2350 Composite MONUMENT FINISH,185 x 40 x 2350,Monument,,39.9,43.89,
composite,SuperPost,Plinth,Sleeper,185x40 SuperPost Plinth Board 3160mm Monument,ratified,21T006MN,SuperPLINTH 185 x 40 x 3160 Composite MONUMENT FINISH,185 x 40 x 3160,Monument,,54.9,60.39,
composite,TUFFPOLY,Sleeper,Sleeper,200x85 TUFFPOLY Sleeper 1585mm Charcoal,ratified,TP200SLCH16,TUFFPOLY Sleeper 200x85x1585 Charcoal,200x85x1585,Charcoal,1585,38.0,41.8,
composite,TUFFPOLY,Sleeper,Sleeper,200x85 TUFFPOLY Sleeper 1985mm Charcoal,ratified,TP200SLCH120,TUFFPOLY Sleeper 200x85x1985 Charcoal,200x85x1985,Charcoal,1985,44.98,49.48,
composite,TUFFPOLY,Sleeper,Sleeper,200x85 TUFFPOLY Sleeper 2385mm Charcoal,ratified,TP200SLCH124,TUFFPOLY Sleeper 200x85x2385 Charcoal,200x85x2385,Charcoal,2385,54.49,59.94,
composite,TUFFPOLY,Sleeper,Sleeper,200x85 TUFFPOLY Sleeper 1585mm Drift,ratified,TP200SLDR16,TUFFPOLY Sleeper 200x85x1585 Drift,200x85x1585,Drift,1585,38.0,41.8,
composite,TUFFPOLY,Sleeper,Sleeper,200x85 TUFFPOLY Sleeper 1985mm Drift,ratified,TP200SLDR20,TUFFPOLY Sleeper 200x85x1985 Drift,200x85x1985,Drift,1985,44.98,49.48,
composite,TUFFPOLY,Sleeper,Sleeper,200x85 TUFFPOLY Sleeper 2385mm Drift,ratified,TP200SLDR24,TUFFPOLY Sleeper 200x85x2385 Drift,200x85x2385,Drift,2385,54.49,59.94,
composite,TUFFPOLY,H-Post,H POST,109x100 TUFFPOLY H-Post 1200mm Charcoal,ratified,TP100HPCH12,TUFFPOLY H Post 109x100x1200 Charcoal,109x100x1200,Charcoal,1200,47.23,51.95,
composite,TUFFPOLY,H-Post,H POST,109x100 TUFFPOLY H-Post 1600mm Charcoal,ratified,TP100HPCH16,TUFFPOLY H Post 109x100x1600 Charcoal,109x100x1600,Charcoal,1600,62.98,69.28,
composite,TUFFPOLY,H-Post,H POST,109x100 TUFFPOLY H-Post 2000mm Charcoal,ratified,TP100HPCH20,TUFFPOLY H Post 109x100x2000 Charcoal,109x100x2000,Charcoal,2000,78.72,86.59,
composite,TUFFPOLY,H-Post,H POST,109x100 TUFFPOLY H-Post 2400mm Charcoal,ratified,TP100HPCH224,TUFFPOLY H Post 109x100x2400 Charcoal,109x100x2400 1,Charcoal,2400,94.47,103.92,
composite,TUFFPOLY,H-Post,H POST,109x100 TUFFPOLY H-Post 1200mm Drift,ratified,TP100HPDR12,TUFFPOLLY H Post 109x100x1200 Drift,109x100x1200,Drift,1200,47.23,51.95,
composite,TUFFPOLY,H-Post,H POST,109x100 TUFFPOLY H-Post 1600mm Drift,ratified,TP100HPDR16,TUFFPOLLY H Post 109x100x1600 Drift,109x100x1600,Drift,1600,62.98,69.28,
composite,TUFFPOLY,H-Post,H POST,109x100 TUFFPOLY H-Post 2000mm Drift,ratified,TP100HPDR20,TUFFPOLLY H Post 109x100x2000 Drift,109x100x2000,Drift,2000,78.72,86.59,
composite,TUFFPOLY,H-Post,H POST,109x100 TUFFPOLY H-Post 2400mm Drift,ratified,TP100HPDR24,TUFFPOLLY H Post 109x100x2400 Drift,109x100x2400 1,Drift,2400,94.47,103.92,
composite,TUFFPOLY,C-Post,C POST,109x53 TUFFPOLY C-Post 1200mm Charcoal,ratified,TP100CPCH12,TUFFPOLY C POST 109x53x1200 Charcoal,109x53x1200,Charcoal,1200,36.45,40.1,
composite,TUFFPOLY,C-Post,C POST,109x53 TUFFPOLY C-Post 1600mm Charcoal,ratified,TP100CPCH16,TUFFPOLY C POST 109x53x1600 Charcoal,109x53x1600,Charcoal,1600,48.6,53.46,
composite,TUFFPOLY,C-Post,C POST,109x53 TUFFPOLY C-Post 2000mm Charcoal,ratified,TP100CPCH20,TUFFPOLY C POST 109x53x2000 Charcoal,109x53x2000,Charcoal,2000,60.75,66.83,
composite,TUFFPOLY,C-Post,C POST,109x53 TUFFPOLY C-Post 2400mm Charcoal,ratified,TP100CPCH24,TUFFPOLY C POST 109x53x2400 Charcoal,109 x 53 x 2400,Charcoal,2400,72.9,80.19,
composite,TUFFPOLY,C-Post,C POST,109x53 TUFFPOLY C-Post 1200mm Drift,ratified,TP100CPDR12,TUFFPOLY C Post Drift 109x53x1200,109x53x1200,Drift,1200,36.45,40.1,
composite,TUFFPOLY,C-Post,C POST,109x53 TUFFPOLY C-Post 1600mm Drift,ratified,TP100CPDR16,TUFFPOLY C Post Drift 109x53x1600,109x53x1600,Drift,1600,48.6,53.46,
composite,TUFFPOLY,C-Post,C POST,109x53 TUFFPOLY C-Post 2000mm Drift,ratified,TP100CPDR20,TUFFPOLY C Post Drift 109x53x2000,109x53x2000,Drift,2000,60.74,66.81,
composite,TUFFPOLY,C-Post,C POST,109x53 TUFFPOLY C-Post 2400mm Drift,ratified,TP100CPDR24,TUFFPOLY C Post Drift 109x53x2400,109 x 53 x 2400,Drift,2400,72.9,80.19,
composite,TUFFPOLY,Bracket,Bracket,TUFFPOLY End Bracket Mill Finish,ratified,TPFBGAL3,TUFFPOLY Bracket 580x100x3 Mill Finish,580x100x3,Mill Finish,580,16.0,17.6,
composite,TUFFPOLY,Bracket,Bracket,TUFFPOLY End Bracket Mill Finish,ratified,TPFBGAL6,TUFFPOLY Bracket 580x100x6 Mill Finish,580x100x6,Mill Finish,580,18.7,20.57,
aluminium,Aluminium,Prefab panel,Custom,Aluminium Prefab panel,pending-archetype,,Custom Prefabricated Aluminium Panel - See Comments,,,,1.0,1.1,
aluminium,Aluminium,Screw,Screw,Aluminium Screw,pending-archetype,,45mm Timber Screws (To Suits Aluminium Cast Brackets),,,45,0.05,0.06,
aluminium,Aluminium,Slat,Custom,65x16 Aluminium Slat,ratified-slat,,Custom Slat Gate 1 - See Comments,,,,269.99,296.99,
aluminium,Aluminium,Gate,Components,Aluminium Gate Aluminium,pending-archetype,,Sliding Gate Bolt Down Aluminium Track - 6000mm,,Aluminium,6000,49.28,54.21,
aluminium,Aluminium,Post,Post,50x50 Aluminium Post 1800mm Pearl White,ratified-slat,,50 x 50 Aluminium Post 1800 PEARL WHITE,1800,Pearl White,1800,16.85,18.54,
aluminium,Aluminium,Lifestyle slat,Extrusion,65x16 Aluminium Slat 250mm Surfmist,ratified-slat,,Lifestyle Screen Topper - 250mm Side Frame Pair - SURFMIST,,Surfmist,250,18.75,20.62,
aluminium,Aluminium,Lifestyle slat,Extrusion,65x16 Aluminium Slat 2400mm Surfmist,ratified-slat,,Lifestyle Slat - 65x16mm - 2400mm long - 3 PACK - SURFMIST,,Surfmist,2400,43.15,47.47,
aluminium,Aluminium,Lifestyle slat,Extrusion,65x16 Aluminium Slat Black,ratified-slat,,Lifestyle Screen Topper - 250mm Side Frame Pair - BLACK,,Black,,18.75,20.62,
aluminium,Aluminium,Slat,Components,65x16 Aluminium Slat 6100mm Monument,ratified-slat,XP-6100-S65-MN,65 x 16.5mm ALI SLAT - (centre web) - 6100mm long - MONUMENT MATT,,Monument,6100,37.29,41.02,1
aluminium,Aluminium,Lifestyle slat,Components,65x16 Aluminium Slat Monument,ratified-slat,LT2-SF-0250-MN,Lifestyle Screen Topper - 250mm Side Frame Pair - MONUMENT,,Monument,,19.02,20.92,2
aluminium,Aluminium,Lifestyle slat,Components,65x16 Aluminium Slat 2400mm Monument,ratified-slat,LT-2400-S65-3PK-MN,Lifestyle Slat - 65x16mm - 2400mm long - 3 PACK - MONUMENT MATT,,Monument,,43.87,48.26,
aluminium,Aluminium,Lifestyle slat,Extrusion,65x16 Aluminium Slat Woodland Grey,ratified-slat,,Lifestyle Screen Topper - 250mm Side Frame Pair - WOODLAND GREY,,Woodland Grey,,18.75,20.62,
aluminium,Aluminium,Lifestyle slat,Extrusion,65x16 Aluminium Slat 2400mm Woodland Grey,ratified-slat,,Lifestyle Slat - 65x16mm - 2400mm long - 3 PACK - WOODLAND GREY,,Woodland Grey,,43.15,47.47,
aluminium,Aluminium,Sleeper,Sleeper,Aluminium Sleeper,pending-archetype,SKU-260525230548,"ALI-2385x150x50mm Sleeper - Aluminium - Woodland Grey, Monument, Basalt, Primrose, Paperbark, Surfmist ONLY",,,2385,43.91,48.3,
aluminium,Aluminium,Slat,Components,65x16 Aluminium Slat 5800mm,ratified-slat,AW-5800-S65-KWI,Aluminium - KWILA - 65mm x 16.5mm x 5800mm SLAT (with centre web),,,5800,50.49,55.54,
aluminium,Aluminium,Xpress,Bracket,Aluminium Xpress,pending-archetype,SS-BH4-MN,Six Star/Xpress Tubular - Bracket - HORIZONTAL - 4 pack incl 10 Tek Screws MONUMENT,,,,5.1,5.61,
aluminium,Aluminium,Lifestyle slat,Components,65x16 Aluminium Slat 2400mm Domain,ratified-slat,LT-2400-S65-3PK-P,Lifestyle Slat - 65x16mm - 2400mm long - 3 PACK - PRIMROSE,,Domain,,43.15,47.47,
aluminium,Aluminium,Lifestyle slat,Extrusion,65x16 Aluminium Slat Domain,ratified-slat,,Lifestyle Screen Topper - 250mm Side Frame Pair - PRIMROSE,,Domain,,18.75,20.62,
aluminium,Aluminium,DIY kit,Custom,Aluminium DIY kit,pending-archetype,,"DIY Horizontal Slat Panel Pre-cut Kit (C SECTION) - Req Assembly - (Size Specs req - See Comments Section) 1.5-2 weeks lead time - (Colour Choice: Black, Monument, Woodland Grey, Basalt, Dune, Surfmist, Paperbark, Primrose, Pearl White)",,,,140.53,154.58,
aluminium,Aluminium,DIY kit,Custom,Aluminium DIY kit,pending-archetype,,"DIY Horizontal Slat Panel Pre-cut Kit (F SECTION) - Req Assembly - (Size Specs req - See Comments Section) 1.5-2 weeks lead time - (Colour Choice: Black, Monument, Woodland Grey, Basalt, Dune, Surfmist, Paperbark, Primrose, Pearl White)",,,,131.72,144.89,
aluminium,Aluminium,DIY kit,Custom,Aluminium DIY kit,pending-archetype,,"DIY Horizontal Slat Pre-cut GATE Kit (SWING GATE) - Req Assembly - (Size Specs req - See Comments Section) 1.5-2 weeks lead time - (Colour Choice: Black, Monument, Woodland Grey, Basalt, Dune, Surfmist, Paperbark, Primrose, Pearl White)",,,,253.54,278.89,
aluminium,Aluminium,Slat,Components,65x16 Aluminium Slat 6100mm Woodland Grey,ratified-slat,,65 x 16.5mm ALI SLAT - (centre web) - 6100mm long - WOODLAND GREY,,Woodland Grey,6100,37.29,41.02,
aluminium,Aluminium,DIY kit,Custom,Aluminium DIY kit,pending-archetype,,"DIY VERTICAL Slat Panel Pre-cut Kit (VERTICAL PANEL) - Req Assembly - (Size Specs req - See Comments Section) 1.5-2 weeks lead time - (Colour Choice: Black, Monument, Woodland Grey, Basalt, Dune, Surfmist, Paperbark, Primrose, Pearl White)",,,,170.2,187.22,
aluminium,Aluminium,Post,Post,50x50 Aluminium Post 1800mm,ratified-slat,,50 x 50 Aluminium Post 1800 (CUSTOM COLOUR - Not Satin Black),,,1800,24.0,26.4,
aluminium,Aluminium,Quickscreen system,Components,Aluminium Quickscreen system Night Sky,pending-archetype,,Quickscreen Gate System - 50x50mm FLAT TOP CAP 2 SATIN BLACK powder coated aluminium,,Night Sky,,2.6,2.86,
aluminium,Aluminium,Quickscreen system,Components,Aluminium Quickscreen system Black Satin,pending-archetype,,Quickscreen Gate System - 17x23mm INFILL aluminium 4800mm long BLACK SATIN (GN150A) powder coat (mates with Quickscreen gate side frame and top/bottom rails),,Black Satin,,14.95,16.45,
aluminium,Aluminium,Quickscreen system,Components,Aluminium Quickscreen system,pending-archetype,,Quickscreen Gate System - 65x50mm TOP/BOTTOM HORIZONTAL RAIL aluminium 4800mm long BLACK SATIN (GN150A) powder coat,,,,109.1,120.01,
